ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,VP_Issue_Code,Research_Issue_Code,Proposal_Name
Nippon Filcon Co. Ltd.,2024-02-27 10:00:00,A,"JP        ",5,0,3.2,P,Elect Yoshiharu Saito,"Appoint a Director who is not Audit and Supervisory Committee Member Saito,   Yoshiharu",434064,4220826,2024-02-09 02:26:00,5100,5100,Elect Yoshiharu Saito
Nippon Filcon Co. Ltd.,2024-02-27 10:00:00,A,"JP        ",15,0,6,P,Audit Committee Directors’ Fees,Approve Details of the Compensation to be received by Directors who are Audit and Supervisory Committee Members,434064,4220837,2024-02-09 02:26:00,5500,5500,Audit Committee Directors’ Fees
FP Partner Inc.,2024-02-28 10:00:00,A,"JP        ",2,0,1.1,P,Elect Tsutomu Kuroki,"Appoint a Director Kuroki, Tsutomu",434716,4222416,2024-02-09 02:26:00,5100,5100,Elect Tsutomu Kuroki
FP Partner Inc.,2024-02-28 10:00:00,A,"JP        ",9,0,1.8,P,Elect Yoshihiro Isaka,"Appoint a Director Isaka, Yoshihiro",434716,4222423,2024-02-09 02:26:00,5100,5100,Elect Yoshihiro Isaka
Thornburg Income Builder Opportunities Trust,2024-03-14 00:00:00,A,"US        ",2,0,1.2,P,Elect Dina A. Tantra,Election of Class II Trustee: Dina A. Tantra,433650,4224170,2024-02-09 02:26:00,100,100,Elect Dina A. Tantra
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"US        ",2,0,2,P,Appointment of Auditor and Authority to Set Fees,"Appointment of PricewaterhouseCoopers LLP, Chartered Accountants as Auditor of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration.",438885,4225133,2024-02-09 02:26:00,5220,5220,Appointment of Auditor and Authority to Set Fees
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"CA        ",2,0,2,P,Appointment of Auditor and Authority to Set Fees,"Appointment of PricewaterhouseCoopers LLP, Chartered Accountants as Auditor of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration.",438885,4225133,2024-02-09 02:26:00,5220,5220,Appointment of Auditor and Authority to Set Fees
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"CA        ",2,0,2,P,Appointment of Auditor and Authority to Set Fees,"Appointment of PricewaterhouseCoopers LLP, Chartered Accountants as Auditor of the Corporation for the ensuing year and authorizing the Directors to fix their remuneration.",438885,4225133,2024-02-09 02:26:00,5220,5220,Appointment of Auditor and Authority to Set Fees
Zhejiang Leapmotor Technology Co Ltd,2024-03-01 15:00:00,S,"CN        ",6,0,1.05,P,Method of Issuance,TO CONSIDER AND INDIVIDUALLY APPROVE THE FOLLOWING ITEM IN RESPECT OF THE     PLAN REGARDING THE NON-PUBLIC ISSUANCE OF DOMESTIC SHARES BY WAY OF GENERAL   MANDATE (THE ISSUANCE OF DOMESTIC SHARES): METHOD OF ISSUANCE,438520,4224381,2024-02-09 02:26:00,5802,5802,Method of Issuance
Zhejiang Leapmotor Technology Co Ltd,2024-03-01 15:00:00,S,"CN        ",11,0,1.10,P,Board Authorization,TO CONSIDER AND INDIVIDUALLY APPROVE THE FOLLOWING ITEM IN RESPECT OF THE     PLAN REGARDING THE NON-PUBLIC ISSUANCE OF DOMESTIC SHARES BY WAY OF GENERAL   MANDATE (THE ISSUANCE OF DOMESTIC SHARES): GRANT OF AUTHORITY TO THE BOARD OF DIRECTORS OF THE COMPANY TO HANDLE MATTERS IN RELATION TO THE ISSUANCE OF     DOMESTIC SHARES,438520,4224386,2024-02-09 02:26:00,5750,5750,Board Authorization
DSV AS,2024-03-14 14:00:00,A,"DK        ",18,0,7.01,P,Appointment of Auditor,"ELECTION OF AUDITOR: THE BOARD OF DIRECTORS PROPOSES ELECTION OF              PRICEWATERHOUSECOOPERS, STATSAUTORISERET REVISIONSPARTNERSELSKAB, CERTIFIED   ACCOUNTING MEMBER FIRM, CVR NO. 33771231, AS AUDITOR FOR BOTH FINANCIAL AND   SUSTAINABILITY REPORTING PURPOSES. THIS PROPOSAL IS BASED ON AN UPDATED       REVIEW AND RECOMMENDATION BY THE COMPANY S AUDIT COMMITTEE. THE AUDIT         COMMITTEE HAS NOT BEEN INFLUENCED BY THIRD PARTIES OR BEEN SUBJECT TO ANY     AGREEMENTS RESTRICTING THE ELECTION OF AUDITOR(S) BY THE ANNUAL GENERAL       MEETING",430715,4224431,2024-02-09 02:26:00,5200,5200,Appointment of Auditor
L&T Finance Holdings Ltd,2024-03-12 10:00:00,X,"IN        ",4,0,3,P,Elect Rahavan Seetharaman,APPOINTMENT OF DR. R. SEETHARAMAN (DIN: 01846777) AS AN INDEPENDENT DIRECTOR  OF THE COMPANY,438526,4225065,2024-02-09 02:26:00,5100,5100,Elect Rahavan Seetharaman
Morant Wright Japan Fund Plc,2024-03-01 11:30:00,A,"IE        ",3,0,1,P,Appointment of Auditor,TO REAPPOINT KPMG AS AUDITORS,438316,4223729,2024-02-09 02:26:00,5200,5200,Appointment of Auditor
Seah Special Steel Corporation,2024-03-21 10:00:00,A,"KR        ",2,0,2,P,Amendments to Articles,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,426377,4223459,2024-02-09 02:26:00,6185,6185,Amendments to Articles
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",13,0,9.5,P,Bond Duration,PLAN FOR PUBLIC ISSUANCE OF CORPORATE BONDS: BOND DURATION,438515,4224820,2024-02-09 02:26:00,5900,5900,Bond Duration
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",15,0,9.7,P,Authorization for the Issuance,PLAN FOR PUBLIC ISSUANCE OF CORPORATE BONDS: AUTHORIZATION FOR THE ISSUANCE,438515,4224822,2024-02-09 02:26:00,5900,5900,Authorization for the Issuance
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",24,0,10,P,Amendments to the Company's Rules of Procedure Governing the Board Meetings,AMENDMENTS TO THE COMPANY S RULES OF PROCEDURE GOVERNING THE BOARD MEETINGS,438515,4224831,2024-02-09 02:26:00,6193,6193,Amendments to the Company's Rules of Procedure Governing the Board Meetings
Beijing Easpring Material Technology Company Ltd,2024-03-18 14:00:00,S,"CN        ",12,0,3,P,Demonstration Analysis Report On The Plan For The 2024 Share Offering To Specific Parties,DEMONSTRATION ANALYSIS REPORT ON THE PLAN FOR THE 2024 SHARE OFFERING TO      SPECIFIC PARTIES,438499,4226408,2024-02-09 02:26:00,6395,6395,Demonstration Analysis Report On The Plan For The 2024 Share Offering To Specific Parties
Comintel Corp Bhd,2024-03-07 11:00:00,S,"MY        ",2,0,O.2,P,PROPOSED RIGHTS ISSUE,PROPOSED RIGHTS ISSUE,440287,4229386,2024-02-09 02:26:00,5801,5801,Proposed Rights Issue
Comintel Corp Bhd,2024-03-07 11:00:00,S,"MY        ",7,0,O.7,P,Proposed New Shareholders’ Mandate for Recurrent Related Party Transactions of Revenue or Trading Nature,PROPOSED NEW SHAREHOLDERS  MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS   OF REVENUE OR TRADING NATURE,440287,4229391,2024-02-09 02:26:00,5740,5740,Proposed New Shareholders’ Mandate for Recurrent Related Party Transactions of Revenue or Trading Nature
"Sichuan Swellfun Co., Ltd.",2024-02-27 09:30:00,S,"CN        ",3,0,3,P,Elect Mark Crennan as supervisor,NOMINATION OF SUPERVISOR CANDIDATES,438511,4224747,2024-02-09 02:26:00,5136,5136,Elect Mark Crennan as supervisor
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",9,0,2.8,P,Bond Issuance: Conversion Period,PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): ASSETS PURCHASE VIA ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND    CASH PAYMENT: CONVERSION PERIOD,438496,4224327,2024-02-09 02:26:00,6200,6200,Bond Issuance: Conversion Period
Fiskars Oyj Abp,2024-03-13 15:00:00,A,"FI        ",14,0,11,P,Directors' Fees,RESOLUTION ON THE REMUNERATION OF THE MEMBERS OF THE BOARD OF DIRECTORS,431548,4228709,2024-02-09 02:26:00,5505,5505,Directors' Fees
Fiskars Oyj Abp,2024-03-13 15:00:00,A,"FI        ",19,0,16,P,Authority to Repurchase Shares,AUTHORIZING THE BOARD OF DIRECTORS TO DECIDE ON THE REPURCHASE AND/OR THE     ACCEPTANCE AS PLEDGE OF THE COMPANY S OWN SHARES,431548,4228714,2024-02-09 02:26:00,5838,5838,Authority to Repurchase Shares
Skjern Bank,2024-03-04 17:00:00,A,"DK        ",12,0,9A,P,Authority to Repurchase Shares,"THE SHAREHOLDER S COMMITEE AND THE BOARD OF DIRECTOR S, PROPOSES TO EXTEND    THE CURRENTAUTHORIZATION TO THE BOARD OF DIRECTOR S TO BUY BACK OWN SHARES    UNTIL THE NEXT ANNUAL GENERALMEETING.THE ENTIRE PROPOSAL IS AVAILABLE AT      WWW.SKJERNBANK.DK PROPOSAL FROM THE SHAREHOLDER S COMMITEE AND THE BOARD OF   DIRECTOR S, TO EXTEND THE CURRENTAUTHORIZATION TO THE BOARD OF DIRECTOR S TO  BUY BACK OWN SHARES",431624,4224263,2024-02-09 02:26:00,5838,5838,Authority to Repurchase Shares
C3 Metals Inc.,2024-03-01 10:00:00,Z,"CA        ",6,0,1.E,P,Elect Fernando Pickmann,ELECTION OF DIRECTOR: FERNANDO PICKMANN,438517,4224125,2024-02-09 02:26:00,5100,5100,Elect Fernando Pickmann
Konka Group Co. Ltd.,2024-02-26 14:30:00,S,"CN        ",3,0,3,P,Amendments to Articles,AMENDMENTS TO THE COMPANY S ARTICLES OF ASSOCIATION,438507,4224475,2024-02-09 02:26:00,6184,6184,Amendments to Articles
Industrial & Commercial Bank of China Ltd.,2024-02-29 14:50:00,S,"CN        ",2,0,2,P,Elect Murray Horn,ELECTION OF MURRAY HORN AS AN INDEPENDENT DIRECTOR,438294,4224074,2024-02-09 02:26:00,5100,5100,Elect Murray Horn
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",5,0,5,P,2024 PROVISION OF GUARANTEE QUOTA FOR SUBSIDIARIES AND JOINT STOCK COMPANIES,2024 PROVISION OF GUARANTEE QUOTA FOR SUBSIDIARIES AND JOINT STOCK COMPANIES,438515,4224811,2024-02-09 02:26:00,5960,5960,2024 Provision of Guarantee Quota for Subsidiaries and Joint Stock Companies
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",17,0,9.9,P,Method of Repayment of Principal and Interest,PLAN FOR PUBLIC ISSUANCE OF CORPORATE BONDS: METHOD OF REPAYMENT OF PRINCIPAL AND INTEREST,438515,4224824,2024-02-09 02:26:00,5900,5900,Method of Repayment of Principal and Interest
Xiamen Xiangyu Co. Ltd.,2024-02-27 15:00:00,S,"CN        ",20,0,9.12,P,Guarantee Matters,PLAN FOR PUBLIC ISSUANCE OF CORPORATE BONDS: GUARANTEE MATTERS,438515,4224827,2024-02-09 02:26:00,5900,5900,Guarantee Matters
Amoy Diagnostics Co. Ltd.,2024-02-26 14:00:00,S,"CN        ",3,0,1.3,P,Repurchase Method and Price Range,PREPLAN FOR THE SHARE REPURCHASE VIA CENTRALIZED BIDDING: PRICE RANGE AND     METHOD OF SHARES TO BE REPURCHASED,438498,4224441,2024-02-09 02:26:00,5838,5838,Repurchase Method and Price Range
Comintel Corp Bhd,2024-03-07 11:00:00,S,"MY        ",5,0,O.5,P,Proposed Grant of Share Options and Shares to LEE Seng Yong (Executive Director),PROPOSED GRANT OF SHARE OPTIONS AND SHARES TO LEE SENG YONG (EXECUTIVE        DIRECTOR),440287,4229389,2024-02-09 02:26:00,5340,5340,Proposed Grant of Share Options and Shares to LEE Seng Yong (Executive Director)
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",6,0,2.5,P,Bond Issuance: Size of Issuance,PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): ASSETS PURCHASE VIA ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND    CASH PAYMENT: ISSUING VOLUME,438496,4224324,2024-02-09 02:26:00,6200,6200,Bond Issuance: Size of Issuance
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",8,0,2.7,P,"Bond Issuance: Interest Rate, Principal and Interest Payment",PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): ASSETS PURCHASE VIA ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND    CASH PAYMENT: INTEREST RATE AND REPAYMENT OF PRINCIPAL AND INTEREST OF THE    CONVERTIBLE CORPORATE BONDS,438496,4224326,2024-02-09 02:26:00,6200,6200,"Bond Issuance: Interest Rate, Principal and Interest Payment"
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",24,0,2.23,P,"Matching Funds Raising: Type, Par Value and Listing Market of Shares","PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): MATCHING FUND RAISING: STOCK TYPE, PAR VALUE AND LISTING PLACE",438496,4224342,2024-02-09 02:26:00,6200,6200,"Matching Funds Raising: Type, Par Value and Listing Market of Shares"
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",41,0,12,P,The Transaction is in Compliance with Article 4 of the Rules for Listed Companies to Issue Convertible Corporate Bonds to Specific Targets to Purchase Assets,THE TRANSACTION IS IN COMPLIANCE WITH ARTICLE 4 OF THE RULES FOR ASSETS       PURCHASE VIA THE ISSUANCE OF CONVERTIBLE CORPORATE BONDS BY LISTED COMPANIES  (UPDATED),438496,4224359,2024-02-09 02:26:00,6395,6395,The Transaction is in Compliance with Article 4 of the Rules for Listed Companies to Issue Convertible Corporate Bonds to Specific Targets to Purchase Assets
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",56,0,27,P,Establishment of Procedural Rules: Convertible Corporate Bonds Holders' Meetings,FORMULATION OF THE RULES GOVERNING THE MEETINGS OF BONDHOLDERS  OF THE        COMPANY S CONVERTIBLE CORPORATE BONDS ISSUED TO SPECIFIC PARTIES,438496,4224374,2024-02-09 02:26:00,6194,6194,Establishment of Procedural Rules: Convertible Corporate Bonds Holders' Meetings
Banco Bilbao Vizcaya Argentaria.,2024-03-14 12:00:00,O,"ES        ",2,0,1.1,P,Accounts and Reports,"ANNUAL ACCOUNTS, APPLICATION OF RESULTS AND SOCIAL MANAGEMENT: APPROVAL OF    THE ANNUAL ACCOUNTS AND MANAGEMENT REPORTS OF BANCO BILBAO VIZCAYA            ARGENTARIA, S.A. AND ITS CONSOLIDATED GROUP CORRESPONDING TO THE YEAR ENDED   DECEMBER 31, 2023",430390,4223072,2024-02-09 02:26:00,5030,5030,Accounts and Reports
Skjern Bank,2024-03-04 17:00:00,A,"DK        ",6,0,3,P,Allocation of Profits/Dividends,DECISION ON ALLOCATION OF PROFIT OR COVERING OF LOSS UNDER THE APPROVED       ANNUAL REPORT,431624,4224258,2024-02-09 02:26:00,5000,5000,Allocation of Profits/Dividends
Nam Cheong Limited,2024-02-29 15:00:00,S,"BM        ",2,0,S.1,P,Capital Reorganisation,THE PROPOSED CAPITAL REORGANISATION,438733,4225911,2024-02-09 02:26:00,5895,5895,Capital Reorganisation
Gujarat Fluorochemicals Ltd,2024-03-12 10:00:00,X,"IN        ",3,0,3,P,Re-appointment of Jay Mohanlal Shah (Whole-time Director); Approval of Remuneration,RE-APPOINTMENT OF MR. JAY MOHANLAL SHAH (DIN: 09761969) AS WHOLE-TIME         DIRECTOR OF THE COMPANY,438523,4224525,2024-02-09 02:26:00,5601,5601,Re-appointment of Jay Mohanlal Shah (Whole-time Director); Approval of Remuneration
CIENA Corp.,2024-03-21 15:00:00,A,"US        ",9,0,5,P,Advisory Vote on Executive Compensation,"ADVISORY VOTE ON OUR NAMED EXECUTIVE OFFICER COMPENSATION, AS DESCRIBED IN    THE PROXY MATERIALS",427613,4219796,2024-02-09 02:26:00,605,605,Advisory Vote on Executive Compensation
Nippon Filcon Co. Ltd.,2024-02-27 10:00:00,A,"JP        ",9,0,3.6,P,Elect Minoru Abe,"Appoint a Director who is not Audit and Supervisory Committee Member Abe,     Minoru",434064,4220830,2024-02-09 02:26:00,5100,5100,Elect Minoru Abe
Astena Holdings Co.Ltd.,2024-02-28 10:00:00,A,"JP        ",5,0,2.3,P,Elect Takeshi Kawano,"Appoint a Director Kawano, Takeshi",434844,4222120,2024-02-09 02:26:00,5100,5100,Elect Takeshi Kawano
Zhejiang Leapmotor Technology Co Ltd,2024-03-01 15:00:00,S,"CN        ",4,0,1.03,P,Subscriber,TO CONSIDER AND INDIVIDUALLY APPROVE THE FOLLOWING ITEM IN RESPECT OF THE     PLAN REGARDING THE NON-PUBLIC ISSUANCE OF DOMESTIC SHARES BY WAY OF GENERAL   MANDATE (THE ISSUANCE OF DOMESTIC SHARES): SUBSCRIBER,438520,4224379,2024-02-09 02:26:00,5802,5802,Subscriber
DSV AS,2024-03-14 14:00:00,A,"DK        ",7,0,3,P,Allocation of Profits/Dividends,THE BOARD OF DIRECTORS PROPOSES A DIVIDEND PER SHARE OF DKK 7.00,430715,4224420,2024-02-09 02:26:00,5000,5000,Allocation of Profits/Dividends
DSV AS,2024-03-14 14:00:00,A,"DK        ",9,0,5,P,Remuneration Report,THE BOARD OF DIRECTORS PROPOSES THAT THE 2023 REMUNERATION REPORT IS APPROVED,430715,4224422,2024-02-09 02:26:00,5600,5600,Remuneration Report
DSV AS,2024-03-14 14:00:00,A,"DK        ",15,0,6.06,P,Elect Tarek Sultan Al-Essa,ELECTION OF MEMBER FOR THE BOARD OF DIRECTORS: RE-ELECTION OF TAREK SULTAN    EL-ESSA,430715,4224429,2024-02-09 02:26:00,5100,5100,Elect Tarek Sultan Al-Essa
DSV AS,2024-03-14 14:00:00,A,"DK        ",23,0,8.4,P,Shareholder Proposal Regarding Reporting on Human Rights,SHAREHOLDER PROPOSAL ON REPORTING ON HUMAN RIGHTS AND LABOUR RIGHTS,430715,4224436,2024-02-09 02:26:00,7711,7711,Shareholder Proposal Regarding Reporting on Human Rights
Konka Group Co. Ltd.,2024-02-26 14:30:00,S,"CN        ",7,0,7,P,Amendments to System for Independent Directors,AMENDMENTS TO THE SYSTEM FOR INDEPENDENT DIRECTORS,438507,4224479,2024-02-09 02:26:00,6193,6193,Amendments to System for Independent Directors
Bank of China Ltd.,2024-02-26 09:30:00,S,"CN        ",2,0,2,P,Elect LOU Xiaohui,ELECTION OF LOU XIAOHUI AS A NON-EXECUTIVE DIRECTOR,438286,4223936,2024-02-09 02:26:00,5100,5100,Elect LOU Xiaohui
"CSG Holding Co., Ltd.",2024-02-27 14:45:00,S,"CN        ",1,0,1,P,"Purchase of Liability Insurance for Directors, Supervisors and Senior Management","PURCHASE OF LIABILITY INSURANCE FOR DIRECTORS, SUPERVISORS AND SENIOR         MANAGEMENT",438501,4224497,2024-02-09 02:26:00,5180,5180,"Purchase of Liability Insurance for Directors, Supervisors and Senior Management"
SICC Co. Ltd.,2024-02-29 14:45:00,S,"CN        ",3,0,1.2,P,Elect GAO Chao,ELECTION OF NON-INDEPENDENT DIRECTOR: GAO CHAO,438510,4225079,2024-02-09 02:26:00,5100,5100,Elect GAO Chao
"CSG Holding Co., Ltd.",2024-02-27 14:45:00,S,"CN        ",1,0,1,P,"Purchase of Liability Insurance for Directors, Supervisors and Senior Management","PURCHASE OF LIABILITY INSURANCE FOR DIRECTORS, SUPERVISORS AND SENIOR         MANAGEMENT",438501,4224497,2024-02-09 02:26:00,5180,5180,"Purchase of Liability Insurance for Directors, Supervisors and Senior Management"
Beijing Easpring Material Technology Company Ltd,2024-03-18 14:00:00,S,"CN        ",5,0,2.4,P,"Plan For The 2024 Share Offering To Specific Parties: Pricing Base Date, Pricing Principles And Issue Price","PLAN FOR THE 2024 SHARE OFFERING TO SPECIFIC PARTIES: PRICING BASE DATE,      PRICING PRINCIPLES AND ISSUE PRICE",438499,4226401,2024-02-09 02:26:00,5802,5802,"Plan For The 2024 Share Offering To Specific Parties: Pricing Base Date, Pricing Principles And Issue Price"
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",11,0,2.10,P,Bond Issuance: Number of Shares Transferred,PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): ASSETS PURCHASE VIA ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND    CASH PAYMENT: NUMBER OF CONVERTED SHARES,438496,4224329,2024-02-09 02:26:00,6200,6200,Bond Issuance: Number of Shares Transferred
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",20,0,2.19,P,Bond Issuance: Liability of Breach of Contract and Dispute Resolution Mechanism,PLAN FOR THE CONNECTED TRANSACTIONS REGARDING THE ASSETS PURCHASE ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND CASH PAYMENT AND MATCHING FUND RAISING        (UPDATED): ASSETS PURCHASE VIA ISSUANCE OF CONVERTIBLE CORPORATE BONDS AND    CASH PAYMENT: LIABILITIES FOR BREACH OF CONTRACT AND MECHANISM FOR SETTLEMENT OF DISPUTES,438496,4224338,2024-02-09 02:26:00,6200,6200,Bond Issuance: Liability of Breach of Contract and Dispute Resolution Mechanism
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",36,0,7,P,"The Transaction is in Compliance with Article 4 of
Listed Companies Regulation Guidance No. 9 -
Regulatory Requirements for Planning and
Implementing Major Assets Restructuring of Listed
Companies",THE MAJOR ASSETS RESTRUCTURING IS IN COMPLIANCE WITH ARTICLE 4 OF LISTED      COMPANIES REGULATION GUIDANCE NO. 9 - REGULATORY REQUIREMENTS FOR PLANNING    AND IMPLEMENTING MAJOR ASSETS RESTRUCTURING OF LISTED COMPANIES (UPDATED),438496,4224354,2024-02-09 02:26:00,6395,6395,"The Transaction is in Compliance with Article 4 of
Listed Companies Regulation Guidance No. 9 -
Regulatory Requirements for Planning and
Implementing Major Assets Restructuring of Listed
Companies"
3peak Incorporated,2024-02-26 14:30:00,S,"CN        ",43,0,14,P,Signing a Conditional Agreement of the Performance Commitment and Compensation,CONDITIONAL AGREEMENT ON PERFORMANCE COMMITMENTS AND COMPENSATION TO BE       SIGNED,438496,4224361,2024-02-09 02:26:00,6220,6220,Signing a Conditional Agreement of the Performance Commitment and Compensation
Banco Bilbao Vizcaya Argentaria.,2024-03-14 12:00:00,O,"ES        ",14,0,4,P,Maximum Variable Pay Ratio,"APPROVAL OF A MAXIMUM LEVEL OF VARIABLE REMUNERATION OF UP TO 200PTC OF THE   FIXED COMPONENT OF THE TOTAL REMUNERATION FOR A CERTAIN GROUP OF EMPLOYEES    WHOSE PROFESSIONAL ACTIVITIES SIGNIFICANTLY AFFECT THE RISK PROFILE OF BANCO  BILBAO VIZCAYA ARGENTARIA, S.A. OR YOUR GROUP",430390,4223084,2024-02-09 02:26:00,5695,5695,Maximum Variable Pay Ratio
Fiskars Oyj Abp,2024-03-13 15:00:00,A,"FI        ",12,0,9,P,Ratification of Board and CEO Acts,RESOLUTION ON THE DISCHARGE OF THE MEMBERS OF THE BOARD OF DIRECTORS AND THE  PRESIDENT AND CEO OF LIABILITY,431548,4228707,2024-02-09 02:26:00,5700,5700,Ratification of Board and CEO Acts
Skjern Bank,2024-03-04 17:00:00,A,"DK        ",7,0,4,P,Remuneration Report,PRESENTATION AND INDICATIVE BALLOT OVER THE REMUNERATION REPORT FOR 2023,431624,4224188,2024-02-09 02:26:00,5600,5600,Remuneration Report
Nam Cheong Limited,2024-02-29 15:00:00,S,"BM        ",7,0,O.6,P,Whitewash Waiver,THE PROPOSED WHITEWASH RESOLUTION,438733,4225915,2024-02-09 02:26:00,6169,6169,Whitewash Waiver
Vestjysk Bank,2024-03-07 15:00:00,A,"DK        ",6,0,2,P,Accounts and Reports,ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS,431514,4225290,2024-02-09 02:26:00,5030,5030,Accounts and Reports
Vestjysk Bank,2024-03-07 15:00:00,A,"DK        ",13,0,6.C.2,P,Elect Hanne Træholt Odegaard,REELECT HANNE TRAEHOLT ODEGAARD AS DIRECTOR,431514,4225297,2024-02-09 02:26:00,5100,5100,Elect Hanne Træholt Odegaard
"Anhui Hengyuan Coal Industry & Elec. Power Co., Ltd.",2024-02-28 14:30:00,S,"CN        ",3,0,3,P,Amendments to Connected Transaction Decision-Making System,AMENDMENTS TO THE CONNECTED TRANSACTION DECISION-MAKING SYSTEM,436808,4221210,2024-02-09 02:26:00,6193,6193,Amendments to Connected Transaction Decision-Making System
Carl Zeiss Meditec A G,2024-03-21 10:00:00,A,"DE        ",5,0,4,P,Ratification of Supervisory Board Acts,APPROVE DISCHARGE OF SUPERVISORY BOARD FOR FISCAL YEAR 2022/23,432221,4224229,2024-02-09 02:26:00,5700,5700,Ratification of Supervisory Board Acts
CIENA Corp.,2024-03-21 15:00:00,A,"US        ",3,0,1C,P,Elect Patrick T. Gallagher,ELECTION OF CLASS III DIRECTOR: PATRICK T. GALLAGHER,427613,4219790,2024-02-09 02:26:00,100,100,Elect Patrick T. Gallagher
Astena Holdings Co.Ltd.,2024-02-28 10:00:00,A,"JP        ",6,0,2.4,P,Elect Yoshiyasu Ninomiya,"Appoint a Director Ninomiya, Yoshiyasu",434844,4222121,2024-02-09 02:26:00,5100,5100,Elect Yoshiyasu Ninomiya
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"US        ",1,4,1,D,Elect Martin Goldfarb,Martin Goldfarb,438885,4225129,2024-02-09 02:26:00,5100,5100,Elect Martin Goldfarb
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"CA        ",1,4,1,D,Elect Martin Goldfarb,Martin Goldfarb,438885,4225129,2024-02-09 02:26:00,5100,5100,Elect Martin Goldfarb
Covalon Technologies Ltd.,2024-03-06 00:00:00,A,"CA        ",1,4,1,D,Elect Martin Goldfarb,Martin Goldfarb,438885,4225129,2024-02-09 02:26:00,5100,5100,Elect Martin Goldfarb
Shanghai Waigaoqiao Free Trade Zone Group Co Ltd.,2024-03-04 14:00:00,S,"CN        ",2,0,2,P,"Extension of the Valid Period of the Resolution on the A-Share Offering to Specific Parties and the Valid Period of the Authorization ",EXTENSION OF THE VALID PERIOD OF THE RESOLUTION ON THE A-SHARE OFFERING TO    SPECIFIC PARTIES AND THE VALID PERIOD OF THE AUTHORIZATION,438509,4225729,2024-02-09 02:26:00,6395,6395,"Extension of the Valid Period of the Resolution on the A-Share Offering to Specific Parties and the Valid Period of the Authorization "
Shanghai Waigaoqiao Free Trade Zone Group Co Ltd.,2024-03-04 14:00:00,S,"CN        ",2,0,2,P,"Extension of the Valid Period of the Resolution on the A-Share Offering to Specific Parties and the Valid Period of the Authorization ",EXTENSION OF THE VALID PERIOD OF THE RESOLUTION ON THE A-SHARE OFFERING TO    SPECIFIC PARTIES AND THE VALID PERIOD OF THE AUTHORIZATION,438509,4225729,2024-02-09 02:26:00,6395,6395,"Extension of the Valid Period of the Resolution on the A-Share Offering to Specific Parties and the Valid Period of the Authorization "
