ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,ISSUE_CODE
Delta Electronics (Thailand) Public Company Limited,4/11/2024 10:00,A,TH        ,10,0,7.1,P,TO CONSIDER AND APPROVE THE AMENDMENT OF: THE OPERATING PROCEDURES OF FUND    LENDING,TO CONSIDER AND APPROVE THE AMENDMENT OF: THE OPERATING PROCEDURES OF FUND    LENDING,438125,NULL,2/23/2024 2:34,NULL
Delta Electronics (Thailand) Public Company Limited,4/11/2024 10:00,A,TH        ,11,0,7.2,P,TO CONSIDER AND APPROVE THE AMENDMENT OF: THE OPERATING PROCEDURES FOR        TRANSACTIONS OF DERIVATIVE FINANCIAL COMMODITIES,TO CONSIDER AND APPROVE THE AMENDMENT OF: THE OPERATING PROCEDURES FOR        TRANSACTIONS OF DERIVATIVE FINANCIAL COMMODITIES,438125,NULL,2/23/2024 2:34,NULL
Delta Electronics (Thailand) Public Company Limited,4/11/2024 10:00,A,TH        ,12,0,8,P,TO CONSIDER ANY OTHER BUSINESS (IF ANY),TO CONSIDER ANY OTHER BUSINESS (IF ANY),438125,NULL,2/23/2024 2:34,NULL
Deccan Gold Mines Ltd.,3/14/2024 11:30,S,IN        ,1,0,1,P,TO APPROVE MATERIAL RELATED PARTY TRANSACTIONS,TO APPROVE MATERIAL RELATED PARTY TRANSACTIONS,NULL,NULL,2/23/2024 2:34,NULL
Deccan Gold Mines Ltd.,3/14/2024 11:30,S,IN        ,2,0,2,P,"TO APPROVE MATERIAL RELATED PARTY TRANSACTIONS FOR THE FINANCIAL YEAR ENDING  MARCH 31, 2025","TO APPROVE MATERIAL RELATED PARTY TRANSACTIONS FOR THE FINANCIAL YEAR ENDING  MARCH 31, 2025",NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,6,0,1,P,OPEN MEETING; ELECT PER-OLOF SADERBERG AS CHAIRMAN OF MEETING,OPEN MEETING; ELECT PER-OLOF SADERBERG AS CHAIRMAN OF MEETING,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,7,0,2,P,PREPARE AND APPROVE LIST OF SHAREHOLDERS,PREPARE AND APPROVE LIST OF SHAREHOLDERS,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,8,0,3,P,DESIGNATE INSPECTORS (2) OF MINUTES OF MEETING,DESIGNATE INSPECTORS (2) OF MINUTES OF MEETING,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,9,0,4,P,ACKNOWLEDGE PROPER CONVENING OF MEETING,ACKNOWLEDGE PROPER CONVENING OF MEETING,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,10,0,5,P,APPROVE AGENDA OF MEETING,APPROVE AGENDA OF MEETING,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,14,0,9,P,ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS,ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,15,0,10,P,APPROVE REMUNERATION REPORT,APPROVE REMUNERATION REPORT,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,16,0,11.1,P,APPROVE DISCHARGE OF CHAIR PER-OLOF SODERBERG,APPROVE DISCHARGE OF CHAIR PER-OLOF SODERBERG,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,17,0,11.2,P,APPROVE DISCHARGE OF BOARD MEMBER ULLA LITZEN,APPROVE DISCHARGE OF BOARD MEMBER ULLA LITZEN,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,18,0,11.3,P,APPROVE DISCHARGE OF BOARD MEMBER TONE LUNDE BAKKER,APPROVE DISCHARGE OF BOARD MEMBER TONE LUNDE BAKKER,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,19,0,11.4,P,APPROVE DISCHARGE OF BOARD MEMBER KARSTEN SLOTTE,APPROVE DISCHARGE OF BOARD MEMBER KARSTEN SLOTTE,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,20,0,11.5,P,APPROVE DISCHARGE OF BOARD MEMBER JAN SODERBERG,APPROVE DISCHARGE OF BOARD MEMBER JAN SODERBERG,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,21,0,11.6,P,APPROVE DISCHARGE OF BOARD MEMBER AND CEO JONAS WISTROM,APPROVE DISCHARGE OF BOARD MEMBER AND CEO JONAS WISTROM,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,22,0,12,P,APPROVE ALLOCATION OF INCOME AND DIVIDENDS OF SEK 1.25 PER CLASS A SHARE AND  SEK 1.25 PER CLASS B SHARE,APPROVE ALLOCATION OF INCOME AND DIVIDENDS OF SEK 1.25 PER CLASS A SHARE AND  SEK 1.25 PER CLASS B SHARE,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,23,0,13,P,DETERMINE NUMBER OF MEMBERS (7) AND DEPUTY MEMBERS OF BOARD (0),DETERMINE NUMBER OF MEMBERS (7) AND DEPUTY MEMBERS OF BOARD (0),NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,24,0,14,P,"APPROVE REMUNERATION OF DIRECTORS IN THE AMOUNT OF SEK 990,000 FOR CHAIRMAN   AND SEK 510,000 FOR OTHER DIRECTORS; APPROVE REMUNERATION FOR COMMITTEE WORK; APPROVE REMUNERATION OF AUDITORS","APPROVE REMUNERATION OF DIRECTORS IN THE AMOUNT OF SEK 990,000 FOR CHAIRMAN   AND SEK 510,000 FOR OTHER DIRECTORS; APPROVE REMUNERATION FOR COMMITTEE WORK; APPROVE REMUNERATION OF AUDITORS",NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,25,0,15.1,P,REELECT PER-OLOF SODERBERG (CHAIR) AS DIRECTOR,REELECT PER-OLOF SODERBERG (CHAIR) AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,26,0,15.2,P,REELECT ULLA LITZEN AS DIRECTOR,REELECT ULLA LITZEN AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,27,0,15.3,P,REELECT TONE LUNDE BAKKER AS DIRECTOR,REELECT TONE LUNDE BAKKER AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,28,0,15.4,P,REELECT JAN SODERBERG AS DIRECTOR,REELECT JAN SODERBERG AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,29,0,15.5,P,REELECT JONAS WISTROM AS DIRECTOR,REELECT JONAS WISTROM AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,30,0,15.6,P,ELECT MATS GRANRYD AS NEW DIRECTOR,ELECT MATS GRANRYD AS NEW DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,31,0,15.7,P,ELECT CECILIA SJOSTEDT AS NEW DIRECTOR,ELECT CECILIA SJOSTEDT AS NEW DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,32,0,15.8,P,RATIFY ERNST YOUNG AS AUDITOR,RATIFY ERNST YOUNG AS AUDITOR,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,33,0,16,P,APPROVE NOMINATION COMMITTEE PROCEDURES,APPROVE NOMINATION COMMITTEE PROCEDURES,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,34,0,17,P,APPROVE INCENTIVE PLAN LTI 2024 FOR KEY EMPLOYEES,APPROVE INCENTIVE PLAN LTI 2024 FOR KEY EMPLOYEES,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,35,0,18,P,AUTHORIZE SHARE REPURCHASE PROGRAM AND REISSUANCE OF REPURCHASED SHARES,AUTHORIZE SHARE REPURCHASE PROGRAM AND REISSUANCE OF REPURCHASED SHARES,NULL,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,36,0,19,P,APPROVE ISSUANCE OF 35 MILLION CLASS B SHARES WITHOUT PREEMPTIVE RIGHTS,APPROVE ISSUANCE OF 35 MILLION CLASS B SHARES WITHOUT PREEMPTIVE RIGHTS,NULL,NULL,2/23/2024 2:34,NULL
Fidelity Emerging Markets Limited,3/25/2024 12:00,S,GG        ,1,0,1,P,AUTHORISE MARKET PURCHASE OF PARTICIPATING REDEEMABLE PREFERENCE SHARES       PURSUANT TO THE TENDER OFFER,AUTHORISE MARKET PURCHASE OF PARTICIPATING REDEEMABLE PREFERENCE SHARES       PURSUANT TO THE TENDER OFFER,440868,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,5,0,1,P,OPEN MEETING; ELECT PER-OLOF SADERBERG AS CHAIRMAN OF MEETING,OPEN MEETING; ELECT PER-OLOF SADERBERG AS CHAIRMAN OF MEETING,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,6,0,2,P,PREPARE AND APPROVE LIST OF SHAREHOLDERS,PREPARE AND APPROVE LIST OF SHAREHOLDERS,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,7,0,3,P,DESIGNATE INSPECTORS (2) OF MINUTES OF MEETING,DESIGNATE INSPECTORS (2) OF MINUTES OF MEETING,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,8,0,4,P,ACKNOWLEDGE PROPER CONVENING OF MEETING,ACKNOWLEDGE PROPER CONVENING OF MEETING,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,9,0,5,P,APPROVE AGENDA OF MEETING,APPROVE AGENDA OF MEETING,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,13,0,9,P,ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS,ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,14,0,10,P,APPROVE REMUNERATION REPORT,APPROVE REMUNERATION REPORT,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,15,0,11.1,P,APPROVE DISCHARGE OF CHAIR PER-OLOF SODERBERG,APPROVE DISCHARGE OF CHAIR PER-OLOF SODERBERG,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,16,0,11.2,P,APPROVE DISCHARGE OF BOARD MEMBER ULLA LITZEN,APPROVE DISCHARGE OF BOARD MEMBER ULLA LITZEN,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,17,0,11.3,P,APPROVE DISCHARGE OF BOARD MEMBER TONE LUNDE BAKKER,APPROVE DISCHARGE OF BOARD MEMBER TONE LUNDE BAKKER,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,18,0,11.4,P,APPROVE DISCHARGE OF BOARD MEMBER KARSTEN SLOTTE,APPROVE DISCHARGE OF BOARD MEMBER KARSTEN SLOTTE,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,19,0,11.5,P,APPROVE DISCHARGE OF BOARD MEMBER JAN SODERBERG,APPROVE DISCHARGE OF BOARD MEMBER JAN SODERBERG,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,20,0,11.6,P,APPROVE DISCHARGE OF BOARD MEMBER AND CEO JONAS WISTROM,APPROVE DISCHARGE OF BOARD MEMBER AND CEO JONAS WISTROM,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,21,0,12,P,APPROVE ALLOCATION OF INCOME AND DIVIDENDS OF SEK 1.25 PER CLASS A SHARE AND  SEK 1.25 PER CLASS B SHARE,APPROVE ALLOCATION OF INCOME AND DIVIDENDS OF SEK 1.25 PER CLASS A SHARE AND  SEK 1.25 PER CLASS B SHARE,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,22,0,13,P,DETERMINE NUMBER OF MEMBERS (7) AND DEPUTY MEMBERS OF BOARD (0),DETERMINE NUMBER OF MEMBERS (7) AND DEPUTY MEMBERS OF BOARD (0),431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,23,0,14,P,"APPROVE REMUNERATION OF DIRECTORS IN THE AMOUNT OF SEK 990,000 FOR CHAIRMAN   AND SEK 510,000 FOR OTHER DIRECTORS; APPROVE REMUNERATION FOR COMMITTEE WORK; APPROVE REMUNERATION OF AUDITORS","APPROVE REMUNERATION OF DIRECTORS IN THE AMOUNT OF SEK 990,000 FOR CHAIRMAN   AND SEK 510,000 FOR OTHER DIRECTORS; APPROVE REMUNERATION FOR COMMITTEE WORK; APPROVE REMUNERATION OF AUDITORS",431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,24,0,15.1,P,REELECT PER-OLOF SODERBERG (CHAIR) AS DIRECTOR,REELECT PER-OLOF SODERBERG (CHAIR) AS DIRECTOR,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,25,0,15.2,P,REELECT ULLA LITZEN AS DIRECTOR,REELECT ULLA LITZEN AS DIRECTOR,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,26,0,15.3,P,REELECT TONE LUNDE BAKKER AS DIRECTOR,REELECT TONE LUNDE BAKKER AS DIRECTOR,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,27,0,15.4,P,REELECT JAN SODERBERG AS DIRECTOR,REELECT JAN SODERBERG AS DIRECTOR,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,28,0,15.5,P,REELECT JONAS WISTROM AS DIRECTOR,REELECT JONAS WISTROM AS DIRECTOR,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,29,0,15.6,P,ELECT MATS GRANRYD AS NEW DIRECTOR,ELECT MATS GRANRYD AS NEW DIRECTOR,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,30,0,15.7,P,ELECT CECILIA SJOSTEDT AS NEW DIRECTOR,ELECT CECILIA SJOSTEDT AS NEW DIRECTOR,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,31,0,15.8,P,RATIFY ERNST YOUNG AS AUDITOR,RATIFY ERNST YOUNG AS AUDITOR,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,32,0,16,P,APPROVE NOMINATION COMMITTEE PROCEDURES,APPROVE NOMINATION COMMITTEE PROCEDURES,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,33,0,17,P,APPROVE INCENTIVE PLAN LTI 2024 FOR KEY EMPLOYEES,APPROVE INCENTIVE PLAN LTI 2024 FOR KEY EMPLOYEES,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,34,0,18,P,AUTHORIZE SHARE REPURCHASE PROGRAM AND REISSUANCE OF REPURCHASED SHARES,AUTHORIZE SHARE REPURCHASE PROGRAM AND REISSUANCE OF REPURCHASED SHARES,431185,NULL,2/23/2024 2:34,NULL
Ratos AB,3/26/2024 14:00,A,SE        ,35,0,19,P,APPROVE ISSUANCE OF 35 MILLION CLASS B SHARES WITHOUT PREEMPTIVE RIGHTS,APPROVE ISSUANCE OF 35 MILLION CLASS B SHARES WITHOUT PREEMPTIVE RIGHTS,431185,NULL,2/23/2024 2:34,NULL
Deutsche Global Liquidity Series PLC - Managed Dollar,3/14/2024 10:00,A,IE        ,3,0,1,P,TO CONSIDER THE RE-APPOINTMENT OF THE STATUTORY AUDITORS,TO CONSIDER THE RE-APPOINTMENT OF THE STATUTORY AUDITORS,NULL,NULL,2/23/2024 2:34,NULL
Deutsche Global Liquidity Series PLC - Managed Dollar,3/14/2024 10:00,A,IE        ,4,0,2,P,TO AUTHORISE THE DIRECTORS TO FIX THE REMUNERATION OF THE STATUTORY AUDITORS,TO AUTHORISE THE DIRECTORS TO FIX THE REMUNERATION OF THE STATUTORY AUDITORS,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,2,0,1,P,TO ACKNOWLEDGE THE REPORT OF THE BOARD OF DIRECTORS ON THE OPERATING RESULTS  OF YEAR 2023,TO ACKNOWLEDGE THE REPORT OF THE BOARD OF DIRECTORS ON THE OPERATING RESULTS  OF YEAR 2023,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,3,0,2,P,"TO CONSIDER AND APPROVE THE BALANCE SHEETS AND STATEMENTS OF EARNINGS FOR THE YEAR ENDED DECEMBER 31, 2023","TO CONSIDER AND APPROVE THE BALANCE SHEETS AND STATEMENTS OF EARNINGS FOR THE YEAR ENDED DECEMBER 31, 2023",NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,4,0,3,P,TO CONSIDER AND APPROVE THE OMISSION OF DIVIDEND PAYMENT FOR THE YEAR 2023,TO CONSIDER AND APPROVE THE OMISSION OF DIVIDEND PAYMENT FOR THE YEAR 2023,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,5,0,4.A,P,TO CONSIDER AND ELECT MR. SOMCHIT LIMWATHANAKURA AS DIRECTOR,TO CONSIDER AND ELECT MR. SOMCHIT LIMWATHANAKURA AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,6,0,4.B,P,TO CONSIDER AND ELECT MR. PADETPAI MEEKUN-IAM AS INDEPENDENT DIRECTOR,TO CONSIDER AND ELECT MR. PADETPAI MEEKUN-IAM AS INDEPENDENT DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,7,0,4.C,P,TO CONSIDER AND ELECT MR. SRIHASAK ARIRACHAKARAN AS DIRECTOR,TO CONSIDER AND ELECT MR. SRIHASAK ARIRACHAKARAN AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,8,0,5.A,P,TO CONSIDER AND ELECT MR. VISIT TANTISUNTHORN AS DIRECTOR,TO CONSIDER AND ELECT MR. VISIT TANTISUNTHORN AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,9,0,5.B,P,TO CONSIDER AND ELECT MR. SIVA MAHASANDANA AS DIRECTOR,TO CONSIDER AND ELECT MR. SIVA MAHASANDANA AS DIRECTOR,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,10,0,6,P,TO CONSIDER THE REMUNERATION OF DIRECTORS,TO CONSIDER THE REMUNERATION OF DIRECTORS,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,11,0,7,P,TO CONSIDER THE APPOINTMENT OF THE AUDITOR AND DETERMINATION OF AUDIT FEES OF YEAR 2024,TO CONSIDER THE APPOINTMENT OF THE AUDITOR AND DETERMINATION OF AUDIT FEES OF YEAR 2024,NULL,NULL,2/23/2024 2:34,NULL
Thai Agro Energy Public Company Ltd.,4/25/2024 14:00,A,TH        ,12,0,8,P,TO CONSIDER OTHER MATTERS (IF ANY),TO CONSIDER OTHER MATTERS (IF ANY),NULL,NULL,2/23/2024 2:34,NULL
Ascendio,3/7/2024 9:00,S,KR        ,2,0,1,P,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,APPROVAL OF PARTIAL AMENDMENT TO ARTICLES OF INCORPORATION,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,2,0,1,P,ON APPROVAL OF THE COMPOSITION COUNTING COMMISSION,ON APPROVAL OF THE COMPOSITION COUNTING COMMISSION,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,3,0,2,P,"ON THE TRANSFER OF PROPERTY CHP BRANCH COMPLEXES BISHKEK, BISHKEKTEPLOSET     TRANSFERRED TO THE MINISTRY FINANCES OF THE KYRGYZ REPUBLIC INTO ACCOUNT DEBT REPAYMENT OBLIGATIONS OF THE JSC ELECTRIC STATIONS","ON THE TRANSFER OF PROPERTY CHP BRANCH COMPLEXES BISHKEK, BISHKEKTEPLOSET     TRANSFERRED TO THE MINISTRY FINANCES OF THE KYRGYZ REPUBLIC INTO ACCOUNT DEBT REPAYMENT OBLIGATIONS OF THE JSC ELECTRIC STATIONS",NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,4,0,3,P,ABOUT APPROVAL DEED OF TRANSFER BETWEEN JSC  ELECTRIC STATION  AND THE        MINISTRY FINANCE OF THE KYRGYZ REPUBLIC PROPERTY COMPLEX BRANCH OF OJSC       ELECTRIC STATIONS BISHKEKTEPLOSET,ABOUT APPROVAL DEED OF TRANSFER BETWEEN JSC  ELECTRIC STATION  AND THE        MINISTRY FINANCE OF THE KYRGYZ REPUBLIC PROPERTY COMPLEX BRANCH OF OJSC       ELECTRIC STATIONS BISHKEKTEPLOSET,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,5,0,4,P,ABOUT APPROVAL DEED OF TRANSFER BETWEEN JSC  ELECTRIC STATIONS  AND THE       MINISTRY FINANCES OF THE KYRGYZ REPUBLIC PROPERTY JSC BRANCH COMPLEX           ELECTRIC STATIONS  THERMAL POWER PLANT IN BISHKEK,ABOUT APPROVAL DEED OF TRANSFER BETWEEN JSC  ELECTRIC STATIONS  AND THE       MINISTRY FINANCES OF THE KYRGYZ REPUBLIC PROPERTY JSC BRANCH COMPLEX           ELECTRIC STATIONS  THERMAL POWER PLANT IN BISHKEK,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,6,0,5,P,ON THE LIQUIDATION OF JSC BRANCHES ELECTRIC STATIONS THERMAL POWER PLANT IN   BISHKEK AND BISHKEKTEPLOSET,ON THE LIQUIDATION OF JSC BRANCHES ELECTRIC STATIONS THERMAL POWER PLANT IN   BISHKEK AND BISHKEKTEPLOSET,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,7,0,6,P,ABOUT INCREASING THE QUANTITY CONVERTIBLE COMMONS REGISTERED SHARES AND       INCREASING SIZE AUTHORIZED CAPITAL SOCIETY,ABOUT INCREASING THE QUANTITY CONVERTIBLE COMMONS REGISTERED SHARES AND       INCREASING SIZE AUTHORIZED CAPITAL SOCIETY,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,8,0,7,P,ABOUT PRIVATE PLACEMENT ADDITIONAL RELEASE ORDINARY REGISTERED SHARES IN FOR  THE BENEFIT OF THE MINISTRY FINANCE OF THE KYRGYZ REPUBLIC IN ACCORDING TO BY CABINET RESOLUTION MINISTERS OF THE KYRGYZ REPUBLIC  ON FINANCIAL HEALTH      IMPROVEMENT OF OPEN JOINT STOCK COMPANIES OJSC ELECTRIC STATIONS OJSC          NATIONAL ELECTRICAL NETWORK KYRGYZSTAN  DATED NOVEMBER 28 2022 NO. 661,ABOUT PRIVATE PLACEMENT ADDITIONAL RELEASE ORDINARY REGISTERED SHARES IN FOR  THE BENEFIT OF THE MINISTRY FINANCE OF THE KYRGYZ REPUBLIC IN ACCORDING TO BY CABINET RESOLUTION MINISTERS OF THE KYRGYZ REPUBLIC  ON FINANCIAL HEALTH      IMPROVEMENT OF OPEN JOINT STOCK COMPANIES OJSC ELECTRIC STATIONS OJSC          NATIONAL ELECTRICAL NETWORK KYRGYZSTAN  DATED NOVEMBER 28 2022 NO. 661,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,9,0,8,P,ON CHANGING THE CHARTER CAPITAL OF JSC ELECTRIC STATIONS,ON CHANGING THE CHARTER CAPITAL OF JSC ELECTRIC STATIONS,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,10,0,9,P,ABOUT CHANGING THE NOMINAL JSC SHARE PRICE ELECTRIC STATIONS,ABOUT CHANGING THE NOMINAL JSC SHARE PRICE ELECTRIC STATIONS,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,11,0,10,P,ABOUT CHANGES AND ADDITIONS TO THE CHARTER SOCIETY,ABOUT CHANGES AND ADDITIONS TO THE CHARTER SOCIETY,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,12,0,11,P,ABOUT THE STATE RE-REGISTRATION OF JSC ELECTRIC STATIONS JUSTICE BODIES OF    THE KYRGYZ REPUBLIC,ABOUT THE STATE RE-REGISTRATION OF JSC ELECTRIC STATIONS JUSTICE BODIES OF    THE KYRGYZ REPUBLIC,NULL,NULL,2/23/2024 2:34,NULL
Electrical Stations,2/28/2024 10:00,S,KG        ,13,0,12,P,ABOUT THE TRANSFER OF A DAUGHTER CJSC COMPANY KAMBARATA HPP-1 V OJSC           DIRECTORATE OF THOSE UNDER CONSTRUCTION POWER PLANTS,ABOUT THE TRANSFER OF A DAUGHTER CJSC COMPANY KAMBARATA HPP-1 V OJSC           DIRECTORATE OF THOSE UNDER CONSTRUCTION POWER PLANTS,NULL,NULL,2/23/2024 2:34,NULL
Schroder GAIA SICAV - Schroder GAIA Cat Bond,3/28/2024 11:30,S,LU        ,2,0,1,P,AMEND ARTICLE 1 RE: NAME,AMEND ARTICLE 1 RE: NAME,NULL,NULL,2/23/2024 2:34,NULL
Schroder GAIA SICAV - Schroder GAIA Cat Bond,3/28/2024 11:30,S,LU        ,3,0,2,P,AMEND ARTICLE 2 RE: DURATION,AMEND ARTICLE 2 RE: DURATION,NULL,NULL,2/23/2024 2:34,NULL
